Id,price
1,865.21
2,3020.55
3,876.89
4,2478.17
5,1123.91
6,11299.1
7,6019.23
8,4510.45
9,2183.59
10,727.69
11,1672.82
12,1477.35
13,4024.69
14,5212.27
15,1187.22
16,2543.58
17,2363.34
18,13512.36
19,4658.23
20,5242.26
21,1773.4
22,1009.99
23,814.37
24,1281.92
25,6316.2
26,3083.05
27,12454.58
28,1434.76
29,2385.93
30,1434.5
31,1157.14
32,696.15
33,7522.71
34,5242.6
35,7668.78
36,2335.28
37,6353.25
38,1207.05
39,460.93
40,1598.85
41,3179.76
42,9741.79
43,5885.89
44,5335.5
45,801.07
46,844.67
47,1352.66
48,676.26
49,589.31
50,717.61
51,696.75
52,3603.6
53,15863.19
54,869.72
55,10992.19
56,14186.37
57,4344.18
58,1609.32
59,15829.01
60,11681.1
61,664.65
62,4019.64
63,13444.23
64,12427.45
65,1886.86
66,9745.79
67,3054.99
68,1052.0
69,872.58
70,1394.8
71,1254.26
72,720.5
73,6375.67
74,719.94
75,5513.91
76,4613.44
77,1725.6
78,9373.68
79,3347.0
80,1199.61
81,9280.8
82,849.25
83,5556.53
84,5110.14
85,502.63
86,4222.14
87,5579.75
88,4942.71
89,5937.09
90,1968.04
91,16030.44
92,891.78
93,553.53
94,590.83
95,726.93
96,648.8
97,1625.0
98,3246.01
99,2159.89
100,2310.73
101,15459.04
102,1808.19
103,678.53
104,4463.86
105,3415.31
106,6180.05
107,1511.38
108,11429.72
109,921.88
110,899.95
111,3329.04
112,977.6
113,720.28
114,684.71
115,596.7
116,10084.44
117,894.35
118,883.15
119,1048.86
120,5638.02
121,601.2
122,799.24
123,7707.25
124,1861.3
125,1338.9
126,513.12
127,5085.22
128,4680.01
129,1291.01
130,828.17
131,845.28
132,5437.45
133,944.8
134,5779.13
135,15770.43
136,9953.22
137,651.68
138,1762.68
139,713.57
140,763.58
141,6623.39
142,1496.34
143,6274.87
144,891.31
145,3916.31
146,3449.67
147,5112.82
148,1181.01
149,7340.84
150,1201.52
151,8917.08
152,4462.71
153,889.21
154,773.94
155,832.23
156,7245.3
157,3740.09
158,3495.95
159,999.0
160,8195.83
161,6375.78
162,621.5
163,619.28
164,13918.96
165,9132.04
166,2136.35
167,634.23
168,1595.3
169,4088.83
170,701.77
171,5630.05
172,4732.88
173,8981.7
174,14666.44
175,12359.83
176,6131.83
177,3959.34
178,794.53
179,3416.18
180,2642.95
181,482.15
182,1022.45
183,2123.99
184,2208.16
185,763.46
186,1132.57
187,1769.55
188,2535.65
189,2017.4
190,5146.61
191,4346.18
192,912.98
193,6355.34
194,14097.4
195,3494.89
196,9803.06
197,3549.12
198,4518.36
199,4917.67
200,538.01
201,5119.52
202,552.19
203,6562.2
204,8508.8
205,1270.19
206,5233.63
207,5377.42
208,3013.65
209,5330.95
210,5747.63
211,867.83
212,2525.96
213,2259.47
214,1713.34
215,16232.48
216,1194.29
217,3120.83
218,479.32
219,2735.67
220,1690.64
221,12405.36
222,7620.55
223,556.4
224,1614.79
225,552.08
226,708.84
227,1017.32
228,2742.42
229,4583.68
230,2909.73
231,1622.6
232,631.64
233,495.61
234,2061.11
235,12110.13
236,871.11
237,726.49
238,4982.13
239,631.2
240,5280.22
241,2366.54
242,475.83
243,16536.78
244,6337.78
245,7720.21
246,4045.6
247,743.83
248,969.36
249,1560.37
250,4862.47
251,7159.06
252,9342.29
253,603.22
254,16451.67
255,675.46
256,15865.8
257,5187.62
258,1662.57
259,861.78
260,6588.28
261,1198.74
262,2763.22
263,919.88
264,8552.02
265,1698.09
266,542.76
267,12129.9
268,1753.95
269,15766.84
270,4997.76
271,6934.53
272,5525.2
273,535.4
274,6260.56
275,865.71
276,3521.87
277,4737.25
278,917.56
279,1956.18
280,896.96
281,501.26
282,12962.82
283,6518.88
284,1486.33
285,4810.36
286,527.23
287,2826.85
288,670.61
289,12029.68
290,2265.18
291,3859.51
292,2851.88
293,2466.31
294,4257.01
295,704.88
296,1236.0
297,6463.21
298,5885.62
299,544.22
300,13578.09
301,5831.12
302,1237.5
303,887.64
304,9114.06
305,821.32
306,924.91
307,1868.55
308,771.7
309,10849.66
310,416.68
311,12911.6
312,886.66
313,1233.57
314,575.84
315,683.36
316,2177.16
317,698.22
318,6071.46
319,574.01
320,3701.43
321,2793.3
322,744.9
323,5702.73
324,3342.4
325,3438.36
326,595.16
327,679.21
328,9813.47
329,642.77
330,1705.52
331,4150.12
332,5629.9
333,9232.59
334,2534.89
335,3440.61
336,1426.01
337,4132.57
338,1755.76
339,12808.83
340,1676.69
341,6958.94
342,11082.77
343,2404.73
344,10612.27
345,988.64
346,796.47
347,2401.12
348,3398.97
349,4444.85
350,521.63
351,14777.37
352,768.06
353,3780.97
354,6177.93
355,1825.26
