Id,price
1,697.9882104251301
2,2722.3294461980768
3,1152.628226534238
4,3773.3340257657583
5,1154.843627717095
6,7737.805772964171
7,5560.228143749526
8,6583.124644295389
9,1992.4885848696285
10,780.8587102490856
11,2514.2720241063034
12,2206.896603612844
13,5306.35685987378
14,5519.738679548511
15,866.2476616485255
16,2469.0857103534217
17,2789.724064215352
18,11125.938199859434
19,4715.409801371767
20,5918.485409158615
21,1621.2623761019204
22,876.3614747882493
23,476.14574255667685
24,963.9187114521046
25,8229.554476803343
26,3665.010529879444
27,9883.973273433026
28,2052.586295563826
29,3200.9036847977986
30,1713.7778721612813
31,1242.9136218793465
32,879.4702650243416
33,7304.210834818776
34,6109.73830254781
35,7318.6383212383935
36,2903.8977446593854
37,6962.685832264753
38,2090.1723858821897
39,660.7471696060456
40,1644.7956297374767
41,4606.510621353858
42,9218.677152923396
43,5991.003398760638
44,7759.263510874151
45,829.1231839558423
46,797.0871468112164
47,1821.9687133709558
48,500.4654115587473
49,224.85267842391113
50,402.5299076373449
51,394.4847032583457
52,5030.104387691781
53,14262.086885346596
54,585.4115898189557
55,5476.716507249732
56,14111.652751745865
57,4475.137118693627
58,1565.195873208635
59,14358.17055741606
60,7764.07298228764
61,567.9034498775654
62,5591.007558783182
63,9439.44705454597
64,9832.421467630096
65,2154.4089759875023
66,9779.573278045515
67,3188.016267733972
68,1173.275829681079
69,175.09262666172435
70,1820.003937263129
71,1900.7639175827317
72,551.413110578309
73,5836.5362667817135
74,511.966638223108
75,5721.575869116017
76,5969.069572324295
77,1765.3664156448467
78,9581.53599835426
79,3747.7736061600335
80,2528.78616079134
81,7585.479187542085
82,759.2923590201281
83,6520.340146049441
84,4089.4080194117305
85,181.70346724411866
86,6632.90699240456
87,6176.510367059971
88,5779.812878783092
89,7636.319254768188
90,1901.7000422012898
91,14622.102275732112
92,983.6327266032495
93,1083.3321570490698
94,-84.12765913430485
95,666.2443661059115
96,662.0801564741414
97,1649.9770919791372
98,3239.5095904830887
99,2143.6762752723735
