Id,price
1,814.6334
2,2987.473
3,848.46674
4,2787.6733
5,1106.7754
6,10550.448
7,6037.0796
8,4408.915
9,2107.0857
10,727.2731
11,1552.0227
12,1587.9866
13,3928.346
14,4946.5806
15,1180.3203
16,2638.1738
17,2404.2375
18,12520.252
19,4448.1455
20,4508.331
21,1879.399
22,1059.968
23,835.2498
24,1161.1484
25,5499.3574
26,3086.6902
27,12134.8
28,1506.2483
29,2492.153
30,1411.1832
31,1238.0266
32,695.2885
33,6855.7007
34,5151.369
35,6492.818
36,2130.9106
37,5330.8022
38,1331.6509
39,455.7954
40,1536.0012
41,3267.1719
42,9469.466
43,5393.224
44,5248.7964
45,732.4895
46,834.0646
47,1404.5746
48,639.22736
49,665.12463
50,830.29846
51,718.03735
52,3632.0564
53,16936.133
54,775.45056
55,9687.539
56,13780.408
57,4315.364
58,1591.1543
59,15502.364
60,11226.146
61,656.9683
62,4371.753
63,13811.541
64,12637.728
65,1898.4535
66,10228.013
67,3138.8657
68,1195.4338
69,823.5612
70,1542.5043
71,1126.8004
72,665.2902
73,6251.324
74,656.7367
75,5960.7603
76,4498.649
77,1718.4513
78,10533.161
79,3002.3167
80,1302.428
81,9958.337
82,847.9666
83,5385.6284
84,4576.5215
85,452.91797
86,3918.8982
87,5764.6533
88,4480.225
89,6684.467
90,1858.0302
91,15346.218
92,848.2237
93,522.0215
94,560.3406
95,753.82227
96,677.3478
97,1629.2522
98,3579.5388
99,1946.6656
100,2245.0298
101,16395.348
102,1739.2422
103,683.0607
104,4187.881
105,3539.5757
106,6313.619
107,1523.7245
108,12191.841
109,781.0861
110,781.0861
111,3098.2253
112,993.7337
113,821.00916
114,610.73676
115,604.25146
116,10415.367
117,925.7711
118,827.2889
119,1030.4425
120,5508.415
121,769.75555
122,688.1676
123,7936.446
124,1861.7507
125,1391.5906
126,572.5449
127,5052.0425
128,4606.4756
129,1182.2872
130,815.57184
131,796.5196
132,5862.972
133,848.792
134,5662.13
135,16846.525
136,9934.914
137,617.50116
138,1676.9991
139,752.7821
140,695.56537
141,5575.6265
142,1573.0562
143,5759.646
144,817.9472
145,3516.4722
146,3486.6736
147,5099.3447
148,1040.831
149,6436.488
150,1029.161
151,9731.6875
152,4375.326
153,818.05505
154,763.4507
155,802.95013
156,7703.5176
157,4034.8835
158,3127.5393
159,874.33417
160,7776.8706
161,5767.816
162,616.8014
163,613.6743
164,14699.789
165,9455.012
166,2266.6956
167,629.1999
168,1660.2898
169,4221.142
170,676.67523
171,5455.183
172,5166.707
173,8864.406
174,15901.351
175,12878.462
176,6068.4126
177,3945.9226
178,894.7115
179,3204.5535
180,2627.5957
181,481.16455
182,976.53156
183,1913.3617
184,2080.2393
185,796.5631
186,1134.3478
187,1753.8727
188,2256.4238
189,1890.0085
190,4860.9106
191,4420.8506
192,883.75806
193,6539.0664
194,15343.937
195,3547.946
196,10123.533
197,3425.0586
198,4528.8184
199,4983.9727
200,509.69495
201,5512.945
202,498.53
203,7272.067
204,8736.838
205,1180.7109
206,5079.8984
207,5345.778
208,2968.432
209,5536.45
210,6147.795
211,846.42206
212,2407.5771
213,2262.0037
214,1824.5614
215,15555.797
216,1158.7325
217,3035.301
218,534.2068
219,2522.0874
220,1675.793
221,12817.0625
222,6475.5396
223,571.53766
224,1653.3324
225,616.71875
226,690.3158
227,1033.3097
228,2772.6758
229,4890.7007
230,2918.0293
231,1672.734
232,661.4467
233,538.3631
234,2115.4355
235,11919.63
236,892.5379
237,751.2576
238,4181.317
239,563.2014
240,4988.183
241,2386.061
242,472.03296
243,15824.348
244,6575.312
245,7497.872
246,4342.677
247,691.1622
248,1145.5204
249,1566.8593
250,5113.2363
251,7111.7427
252,11214.699
253,639.9914
254,15539.376
255,686.7171
256,16750.053
257,5318.805
258,1623.6827
259,923.12024
260,6333.966
261,1130.7015
262,2253.3735
263,912.40466
264,8178.1855
265,1753.2919
266,633.0594
267,13061.455
268,1671.3315
269,15789.184
270,4648.434
271,5991.5044
272,5374.8276
273,562.6751
274,6242.53
275,838.48346
276,3633.934
277,4876.3223
278,852.96576
279,2078.9146
280,927.3024
281,495.73
282,13468.284
283,6450.185
284,1505.604
285,3774.4055
286,650.4327
287,2719.0586
288,763.1378
289,12145.699
290,2252.6025
291,3780.2239
292,2773.642
293,2583.671
294,4215.67
295,684.7745
296,1305.6218
297,6838.898
298,5794.3843
299,611.0324
300,12571.611
301,6046.38
302,1230.7968
303,901.5113
304,8460.456
305,729.54315
306,1106.3394
307,1827.4794
308,662.5359
309,9694.402
310,391.099
311,11840.549
312,997.8392
313,1135.9559
314,551.09235
315,714.6463
316,2195.5244
317,799.9452
318,6040.7646
319,635.872
320,3449.386
321,2567.9644
322,849.8661
323,5023.219
324,3197.2166
325,3180.7112
326,624.47217
327,758.57874
328,10763.599
329,667.2001
330,1628.68
331,4009.5488
332,5736.6523
333,9869.212
334,2535.2769
335,3297.9524
336,1481.7656
337,4127.4067
338,1781.748
339,12957.474
340,1771.6316
341,6652.4795
342,10038.22
343,2364.954
344,10251.155
345,1007.32526
346,778.48834
347,2393.8735
348,3506.8027
349,4369.6816
350,646.3347
351,14466.32
352,863.5719
353,3480.2805
354,5957.255
355,1766.1514
356,2344.6902
357,11283.658
358,2282.007
359,1090.2494
360,1877.0353
361,882.88837
362,4660.149
363,2141.318
364,734.29834
365,759.55383
366,451.07733
367,2038.9646
368,1258.3596
369,1734.5963
370,4541.9478
371,1563.3071
372,2357.4966
373,673.9849
374,2686.1335
375,6053.7837
